System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_x,vtti.gyro_y,vtti.gyro_z
1.000000,2000.000000,29127377.000000,0.011600,-0.008700,-0.974400, , , 
2.000000,2096.000000,29127377.000000, , , ,-0.975586,0.000000,1.625977
3.000000,2100.000000,29127377.000000,0.020300,0.029000,-0.965700, , , 
4.000000,2196.000000,29127377.000000, , , ,-0.325195,0.000000,1.625977
5.000000,2199.000000,29127377.000000,0.020300,0.043500,-0.965700, , , 
6.000000,2297.000000,29127377.000000, , , ,0.000000,-0.325195,1.625977
7.000000,2300.000000,29127377.000000,0.020300,0.017400,-0.971500, , , 
8.000000,2398.000000,29127377.000000, , , ,0.000000,-0.325195,2.276367
9.000000,2399.000000,29127377.000000,0.037700,0.014500,-0.971500, , , 
10.000000,2499.000000,29127377.000000, , , ,0.000000,-0.325195,2.601563
11.000000,2500.000000,29127377.000000,0.043500,0.017400,-0.968600, , , 
12.000000,2599.000000,29127377.000000,0.043500,0.026100,-0.971500, , , 
13.000000,2600.000000,29127377.000000, , , ,0.000000,0.000000,2.926758
14.000000,2700.000000,29127377.000000,0.046400,0.034800,-0.968600, , , 
15.000000,2701.000000,29127377.000000, , , ,0.000000,0.000000,3.251953
16.000000,2792.000000,29127377.000000, , , ,0.975586,0.000000,3.902344
17.000000,2799.000000,29127377.000000,0.040600,0.026100,-0.968600, , , 
18.000000,2893.000000,29127377.000000, , , ,0.000000,0.000000,4.227539
19.000000,2900.000000,29127377.000000,0.040600,0.023200,-0.971500, , , 
20.000000,2994.000000,29127377.000000, , , ,0.000000,0.000000,4.552734
21.000000,2999.000000,29127377.000000,0.037700,0.037700,-0.971500, , , 
22.000000,3095.000000,29127377.000000, , , ,-0.325195,0.000000,5.203125
23.000000,3100.000000,29127377.000000,0.031900,0.029000,-0.971500, , , 
24.000000,3196.000000,29127377.000000, , , ,0.000000,0.000000,5.853516
25.000000,3199.000000,29127377.000000,0.037700,0.049300,-0.968600, , , 
26.000000,3297.000000,29127377.000000, , , ,0.000000,-0.325195,5.853516
27.000000,3300.000000,29127377.000000,0.037700,0.034800,-0.971500, , , 
28.000000,3398.000000,29127377.000000, , , ,0.000000,0.000000,6.503906
29.000000,3399.000000,29127377.000000,0.029000,0.037700,-0.974400, , , 
30.000000,3499.000000,29127377.000000, , , ,0.000000,0.000000,7.479492
31.000000,3500.000000,29127377.000000,0.023200,0.037700,-0.968600, , , 
32.000000,3599.000000,29127377.000000,0.017400,0.046400,-0.971500, , , 
33.000000,3600.000000,29127377.000000, , , ,0.000000,-0.325195,7.804688
34.000000,3700.000000,29127377.000000,0.029000,0.072500,-0.971500, , , 
