System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_x,vtti.gyro_y,vtti.gyro_z
1.000000,2000.000000,51073322.000000,0.185600,-0.040600,-0.988900, , , 
2.000000,2099.000000,51073322.000000,0.214600,-0.037700,-0.994700, , , 
3.000000,2100.000000,51073322.000000, , , ,0.000000,-0.325195,1.951172
4.000000,2200.000000,51073322.000000,0.211700,-0.040600,-0.983100, , , 
5.000000,2201.000000,51073322.000000, , , ,0.325195,0.000000,1.951172
6.000000,2292.000000,51073322.000000, , , ,0.325195,-0.975586,2.276367
7.000000,2299.000000,51073322.000000,0.232000,-0.031900,-0.980200, , , 
8.000000,2393.000000,51073322.000000, , , ,0.325195,-0.325195,2.276367
9.000000,2400.000000,51073322.000000,0.223300,-0.052200,-0.986000, , , 
10.000000,2493.000000,51073322.000000, , , ,0.000000,-0.975586,2.276367
11.000000,2500.000000,51073322.000000,0.232000,-0.029000,-0.983100, , , 
12.000000,2594.000000,51073322.000000, , , ,0.325195,-0.325195,1.951172
13.000000,2599.000000,51073322.000000,0.203000,-0.043500,-0.988900, , , 
14.000000,2695.000000,51073322.000000, , , ,-0.325195,-1.300781,2.276367
15.000000,2700.000000,51073322.000000,0.098600,-0.043500,-0.994700, , , 
16.000000,2796.000000,51073322.000000, , , ,0.000000,-2.601563,2.276367
17.000000,2799.000000,51073322.000000,0.014500,-0.031900,-0.988900, , , 
18.000000,2897.000000,51073322.000000, , , ,0.000000,-2.601563,2.276367
19.000000,2900.000000,51073322.000000,-0.031900,-0.034800,-0.997600, , , 
20.000000,2998.000000,51073322.000000, , , ,0.000000,-0.975586,2.276367
21.000000,2999.000000,51073322.000000,-0.043500,-0.055100,-1.026600, , , 
22.000000,3099.000000,51073322.000000, , , ,-0.650391,1.300781,2.276367
23.000000,3100.000000,51073322.000000,0.116000,-0.052200,-1.029500, , , 
