System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_x,vtti.gyro_y,vtti.gyro_z
1.000000,2094.000000,39796731.000000, , , ,-0.650391,0.000000,-0.325195
2.000000,2099.000000,39796731.000000,-0.060900,0.014500,-0.983100, , , 
3.000000,2195.000000,39796731.000000, , , ,-0.975586,-0.650391,0.000000
4.000000,2200.000000,39796731.000000,-0.072500,0.017400,-0.980200, , , 
5.000000,2397.000000,39796731.000000, , , ,-0.325195,-0.325195,-0.325195
6.000000,2400.000000,39796731.000000,-0.084100,0.008700,-0.994700, , , 
7.000000,2498.000000,39796731.000000, , , ,-0.650391,0.000000,0.000000
8.000000,2499.000000,39796731.000000,-0.075400,0.005800,-0.983100, , , 
9.000000,2599.000000,39796731.000000, , , ,0.000000,-0.325195,0.000000
10.000000,2600.000000,39796731.000000,-0.101500,0.014500,-0.971500, , , 
11.000000,2700.000000,39796731.000000, , , ,-0.975586,-0.650391,0.000000
12.000000,2701.000000,39796731.000000,-0.089900,0.020300,-0.980200, , , 
13.000000,2799.000000,39796731.000000,-0.110200,0.020300,-0.971500, , , 
14.000000,2800.000000,39796731.000000, , , ,-0.325195,-0.975586,-0.325195
15.000000,2900.000000,39796731.000000,-0.124700,0.011600,-0.965700, , , 
16.000000,2901.000000,39796731.000000, , , ,-1.300781,-0.325195,0.000000
17.000000,2992.000000,39796731.000000, , , ,-0.975586,-0.325195,-0.325195
18.000000,2999.000000,39796731.000000,-0.107300,0.040600,-0.988900, , , 
19.000000,3093.000000,39796731.000000, , , ,-0.650391,-0.650391,-0.325195
20.000000,3100.000000,39796731.000000,-0.130500,0.031900,-0.986000, , , 
21.000000,3194.000000,39796731.000000, , , ,-0.325195,-0.325195,-0.325195
22.000000,3199.000000,39796731.000000,-0.127600,0.034800,-0.974400, , , 
23.000000,3295.000000,39796731.000000, , , ,-0.325195,0.000000,0.000000
24.000000,3300.000000,39796731.000000,-0.127600,0.020300,-0.986000, , , 
25.000000,3396.000000,39796731.000000, , , ,0.650391,-0.325195,-0.325195
26.000000,3399.000000,39796731.000000,-0.133400,0.037700,-0.971500, , , 
27.000000,3497.000000,39796731.000000, , , ,-0.650391,-0.650391,-0.325195
28.000000,3500.000000,39796731.000000,-0.145000,0.020300,-0.994700, , , 
29.000000,3598.000000,39796731.000000, , , ,0.000000,0.325195,0.000000
30.000000,3599.000000,39796731.000000,-0.139200,0.037700,-0.991800, , , 
31.000000,3699.000000,39796731.000000, , , ,-1.625977,0.325195,0.325195
32.000000,3700.000000,39796731.000000,-0.147900,0.043500,-0.980200, , , 
33.000000,3799.000000,39796731.000000,-0.142100,0.087000,-0.988900, , , 
34.000000,3800.000000,39796731.000000, , , ,0.975586,0.325195,0.325195
35.000000,3900.000000,39796731.000000,-0.145000,0.017400,-0.997600, , , 
36.000000,3901.000000,39796731.000000, , , ,0.000000,0.325195,0.000000
37.000000,3992.000000,39796731.000000, , , ,0.650391,0.000000,0.325195
38.000000,3999.000000,39796731.000000,-0.179800,0.031900,-0.986000, , , 
39.000000,4093.000000,39796731.000000, , , ,-0.975586,0.650391,0.650391
40.000000,4100.000000,39796731.000000,-0.168200,0.026100,-0.988900, , , 
41.000000,4194.000000,39796731.000000, , , ,0.000000,0.000000,0.650391
42.000000,4199.000000,39796731.000000,-0.168200,0.046400,-0.977300, , , 
43.000000,4295.000000,39796731.000000, , , ,-0.325195,0.000000,0.650391
44.000000,4300.000000,39796731.000000,-0.191400,0.037700,-0.997600, , , 
45.000000,4396.000000,39796731.000000, , , ,0.325195,0.325195,0.975586
46.000000,4399.000000,39796731.000000,-0.174000,0.034800,-1.003400, , , 
47.000000,4497.000000,39796731.000000, , , ,0.325195,0.325195,0.650391
48.000000,4500.000000,39796731.000000,-0.168200,0.020300,-0.977300, , , 
49.000000,4598.000000,39796731.000000, , , ,-0.650391,0.000000,0.650391
50.000000,4599.000000,39796731.000000,-0.194300,0.014500,-0.959900, , , 
51.000000,4699.000000,39796731.000000, , , ,-0.650391,0.000000,0.975586
52.000000,4700.000000,39796731.000000,-0.176900,0.055100,-0.974400, , , 
53.000000,4799.000000,39796731.000000,-0.165300,0.046400,-0.983100, , , 
54.000000,4800.000000,39796731.000000, , , ,0.000000,-0.325195,0.650391
55.000000,4900.000000,39796731.000000,-0.197200,0.017400,-0.983100, , , 
56.000000,4901.000000,39796731.000000, , , ,-0.325195,-0.325195,1.300781
57.000000,4992.000000,39796731.000000, , , ,-0.650391,-0.650391,0.650391
58.000000,4999.000000,39796731.000000,-0.211700,0.026100,-0.986000, , , 
59.000000,5093.000000,39796731.000000, , , ,0.000000,0.000000,0.325195
60.000000,5100.000000,39796731.000000,-0.208800,0.029000,-0.974400, , , 
61.000000,5194.000000,39796731.000000, , , ,0.000000,-0.325195,0.650391
62.000000,5199.000000,39796731.000000,-0.197200,0.052200,-0.962800, , , 
63.000000,5295.000000,39796731.000000, , , ,0.325195,-0.325195,0.325195
64.000000,5300.000000,39796731.000000,-0.226200,0.043500,-0.971500, , , 
65.000000,5396.000000,39796731.000000, , , ,0.000000,-0.650391,0.000000
66.000000,5399.000000,39796731.000000,-0.229100,0.029000,-0.983100, , , 
67.000000,5497.000000,39796731.000000, , , ,-0.650391,0.000000,0.650391
68.000000,5500.000000,39796731.000000,-0.217500,0.017400,-0.991800, , , 
69.000000,5598.000000,39796731.000000, , , ,-0.650391,0.000000,0.325195
70.000000,5599.000000,39796731.000000,-0.200100,0.026100,-0.991800, , , 
71.000000,5699.000000,39796731.000000, , , ,-0.650391,-0.325195,0.000000
72.000000,5700.000000,39796731.000000,-0.208800,0.031900,-0.983100, , , 
73.000000,5799.000000,39796731.000000,-0.229100,0.034800,-0.971500, , , 
74.000000,5800.000000,39796731.000000, , , ,0.000000,0.000000,0.000000
75.000000,5900.000000,39796731.000000,-0.234900,0.026100,-0.971500, , , 
76.000000,5901.000000,39796731.000000, , , ,0.000000,0.325195,0.000000
77.000000,5992.000000,39796731.000000, , , ,-0.325195,0.000000,0.000000
78.000000,5999.000000,39796731.000000,-0.232000,0.026100,-0.986000, , , 
79.000000,6093.000000,39796731.000000, , , ,-0.325195,0.325195,0.000000
80.000000,6100.000000,39796731.000000,-0.223300,0.029000,-0.991800, , , 
81.000000,6194.000000,39796731.000000, , , ,0.000000,0.325195,0.325195
82.000000,6199.000000,39796731.000000,-0.220400,0.029000,-0.968600, , , 
83.000000,6295.000000,39796731.000000, , , ,-0.650391,0.000000,0.000000
84.000000,6300.000000,39796731.000000,-0.208800,0.037700,-0.971500, , , 
85.000000,6396.000000,39796731.000000, , , ,0.975586,0.650391,0.000000
86.000000,6399.000000,39796731.000000,-0.214600,0.049300,-1.009200, , , 
87.000000,6497.000000,39796731.000000, , , ,0.975586,1.300781,-0.325195
88.000000,6500.000000,39796731.000000,-0.191400,0.023200,-1.009200, , , 
89.000000,6598.000000,39796731.000000, , , ,0.650391,1.300781,0.000000
90.000000,6599.000000,39796731.000000,-0.159500,0.008700,-0.968600, , , 
91.000000,6699.000000,39796731.000000, , , ,0.000000,0.000000,0.000000
92.000000,6700.000000,39796731.000000,-0.110200,0.008700,-0.948300, , , 
93.000000,6799.000000,39796731.000000,-0.084100,0.005800,-0.965700, , , 
94.000000,6800.000000,39796731.000000, , , ,0.000000,0.000000,-0.325195
95.000000,6900.000000,39796731.000000,-0.078300,0.005800,-0.986000, , , 
96.000000,6901.000000,39796731.000000, , , ,-0.975586,0.000000,0.000000
97.000000,6992.000000,39796731.000000, , , ,-0.650391,0.000000,0.000000
98.000000,6999.000000,39796731.000000,0.014500,0.026100,-0.988900, , , 
99.000000,7093.000000,39796731.000000, , , ,-0.650391,0.650391,0.000000
100.000000,7100.000000,39796731.000000,0.017400,0.008700,-0.991800, , , 
101.000000,7194.000000,39796731.000000, , , ,0.000000,-0.325195,0.000000
102.000000,7199.000000,39796731.000000,-0.017400,0.023200,-0.983100, , , 
103.000000,7295.000000,39796731.000000, , , ,0.000000,-1.300781,-0.325195
104.000000,7300.000000,39796731.000000,-0.124700,0.029000,-0.965700, , , 
105.000000,7396.000000,39796731.000000, , , ,-0.325195,-1.625977,-0.325195
106.000000,7399.000000,39796731.000000,-0.200100,0.008700,-0.977300, , , 
107.000000,7497.000000,39796731.000000, , , ,-0.975586,-0.650391,-0.325195
108.000000,7500.000000,39796731.000000,-0.159500,0.005800,-0.988900, , , 
109.000000,7598.000000,39796731.000000, , , ,-0.650391,1.625977,-0.975586
110.000000,7599.000000,39796731.000000,0.029000,0.026100,-0.988900, , , 
111.000000,7699.000000,39796731.000000, , , ,0.650391,1.951172,-0.975586
112.000000,7700.000000,39796731.000000,0.052200,0.034800,-0.991800, , , 
113.000000,7799.000000,39796731.000000,0.055100,0.023200,-0.988900, , , 
114.000000,7800.000000,39796731.000000, , , ,1.300781,0.000000,-1.300781
