System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_x,vtti.gyro_y,vtti.gyro_z
1.000000,2000.000000,38007516.000000,0.029000,-0.026100,-0.942500, , , 
2.000000,2094.000000,38007516.000000, , , ,0.325195,0.000000,-5.528320
3.000000,2099.000000,38007516.000000,0.034800,-0.008700,-0.954100, , , 
4.000000,2195.000000,38007516.000000, , , ,-0.325195,0.000000,-5.528320
5.000000,2200.000000,38007516.000000,0.058000,0.002900,-0.965700, , , 
6.000000,2296.000000,38007516.000000, , , ,0.325195,0.000000,-5.528320
7.000000,2299.000000,38007516.000000,0.060900,0.005800,-0.959900, , , 
8.000000,2397.000000,38007516.000000, , , ,0.650391,0.000000,-5.528320
9.000000,2400.000000,38007516.000000,0.063800,-0.008700,-0.951200, , , 
10.000000,2498.000000,38007516.000000, , , ,0.000000,0.000000,-4.877930
11.000000,2499.000000,38007516.000000,0.060900,-0.023200,-0.951200, , , 
12.000000,2599.000000,38007516.000000, , , ,-0.325195,0.000000,-5.528320
13.000000,2600.000000,38007516.000000,0.052200,-0.020300,-0.959900, , , 
14.000000,2699.000000,38007516.000000,0.055100,-0.011600,-0.954100, , , 
15.000000,2700.000000,38007516.000000, , , ,-0.325195,0.000000,-6.178711
16.000000,2800.000000,38007516.000000,0.058000,0.000000,-0.954100, , , 
17.000000,2801.000000,38007516.000000, , , ,0.650391,-0.325195,-6.178711
18.000000,2892.000000,38007516.000000, , , ,0.650391,0.000000,-6.178711
19.000000,2899.000000,38007516.000000,0.046400,0.000000,-0.954100, , , 
20.000000,2993.000000,38007516.000000, , , ,0.650391,0.000000,-6.503906
21.000000,3000.000000,38007516.000000,0.046400,-0.026100,-0.957000, , , 
22.000000,3094.000000,38007516.000000, , , ,0.325195,0.000000,-6.503906
23.000000,3099.000000,38007516.000000,0.055100,-0.037700,-0.957000, , , 
24.000000,3195.000000,38007516.000000, , , ,0.650391,0.000000,-7.154297
25.000000,3200.000000,38007516.000000,0.052200,-0.011600,-0.942500, , , 
26.000000,3296.000000,38007516.000000, , , ,0.650391,0.000000,-7.154297
27.000000,3299.000000,38007516.000000,0.049300,-0.055100,-0.974400, , , 
28.000000,3397.000000,38007516.000000, , , ,-1.300781,-0.975586,-7.154297
29.000000,3400.000000,38007516.000000,0.040600,-0.066700,-0.980200, , , 
30.000000,3498.000000,38007516.000000, , , ,-0.975586,-0.325195,-7.804688
31.000000,3499.000000,38007516.000000,0.046400,-0.008700,-0.936700, , , 
32.000000,3599.000000,38007516.000000, , , ,0.000000,0.000000,-8.455078
33.000000,3600.000000,38007516.000000,0.055100,0.000000,-0.925100, , , 
34.000000,3699.000000,38007516.000000,0.060900,-0.008700,-0.954100, , , 
35.000000,3700.000000,38007516.000000, , , ,0.325195,0.000000,-7.804688
36.000000,3800.000000,38007516.000000,0.063800,-0.011600,-0.988900, , , 
37.000000,3801.000000,38007516.000000, , , ,0.650391,-1.300781,-8.129883
38.000000,3892.000000,38007516.000000, , , ,0.325195,-0.975586,-8.455078
39.000000,3899.000000,38007516.000000,0.029000,-0.031900,-0.959900, , , 
40.000000,3993.000000,38007516.000000, , , ,-0.325195,0.000000,-8.129883
41.000000,4000.000000,38007516.000000,0.031900,-0.060900,-0.942500, , , 
42.000000,4094.000000,38007516.000000, , , ,-0.975586,0.000000,-8.129883
43.000000,4099.000000,38007516.000000,0.060900,-0.029000,-0.945400, , , 
44.000000,4195.000000,38007516.000000, , , ,-0.325195,0.000000,-8.455078
45.000000,4200.000000,38007516.000000,0.078300,-0.017400,-0.962800, , , 
46.000000,4296.000000,38007516.000000, , , ,0.000000,-0.325195,-8.455078
47.000000,4299.000000,38007516.000000,0.087000,-0.017400,-0.954100, , , 
48.000000,4397.000000,38007516.000000, , , ,0.650391,0.000000,-9.105469
49.000000,4400.000000,38007516.000000,0.095700,-0.040600,-0.957000, , , 
50.000000,4498.000000,38007516.000000, , , ,0.325195,0.000000,-10.081055
51.000000,4499.000000,38007516.000000,0.104400,-0.055100,-0.965700, , , 
52.000000,4599.000000,38007516.000000, , , ,0.000000,-0.650391,-10.081055
53.000000,4600.000000,38007516.000000,0.104400,-0.055100,-0.959900, , , 
54.000000,4699.000000,38007516.000000,0.087000,-0.052200,-0.951200, , , 
55.000000,4700.000000,38007516.000000, , , ,0.000000,-0.975586,-10.081055
56.000000,4800.000000,38007516.000000,0.078300,-0.058000,-0.954100, , , 
57.000000,4801.000000,38007516.000000, , , ,0.000000,-0.650391,-10.731445
58.000000,4892.000000,38007516.000000, , , ,0.000000,0.000000,-11.056641
59.000000,4899.000000,38007516.000000,0.081200,-0.060900,-0.936700, , , 
60.000000,4993.000000,38007516.000000, , , ,0.325195,-0.650391,-12.032227
61.000000,5000.000000,38007516.000000,0.081200,-0.063800,-0.936700, , , 
62.000000,5094.000000,38007516.000000, , , ,0.650391,-0.650391,-12.682617
63.000000,5099.000000,38007516.000000,0.072500,-0.087000,-0.962800, , , 
64.000000,5195.000000,38007516.000000, , , ,-0.650391,-0.975586,-13.007813
65.000000,5200.000000,38007516.000000,0.063800,-0.087000,-0.965700, , , 
66.000000,5296.000000,38007516.000000, , , ,0.000000,-0.975586,-13.658203
67.000000,5299.000000,38007516.000000,0.063800,-0.075400,-0.959900, , , 
68.000000,5397.000000,38007516.000000, , , ,-0.650391,-0.650391,-12.032227
69.000000,5400.000000,38007516.000000,0.055100,-0.066700,-0.957000, , , 
70.000000,5498.000000,38007516.000000, , , ,-0.325195,-0.650391,-13.983398
71.000000,5499.000000,38007516.000000,0.049300,-0.078300,-0.951200, , , 
72.000000,5599.000000,38007516.000000, , , ,0.000000,0.325195,-13.333008
73.000000,5600.000000,38007516.000000,0.052200,-0.069600,-0.945400, , , 
74.000000,5699.000000,38007516.000000,0.037700,-0.075400,-0.954100, , , 
75.000000,5700.000000,38007516.000000, , , ,0.325195,-0.975586,-14.958983
76.000000,5800.000000,38007516.000000,0.026100,-0.084100,-0.971500, , , 
77.000000,5801.000000,38007516.000000, , , ,0.000000,-0.975586,-14.958983
78.000000,5892.000000,38007516.000000, , , ,-0.325195,-0.650391,-15.284179
79.000000,5899.000000,38007516.000000,0.017400,-0.084100,-0.957000, , , 
80.000000,5993.000000,38007516.000000, , , ,-0.975586,-0.325195,-13.007813
81.000000,6000.000000,38007516.000000,0.014500,-0.087000,-0.942500, , , 
82.000000,6094.000000,38007516.000000, , , ,-0.650391,-0.325195,-15.609375
83.000000,6099.000000,38007516.000000,0.023200,-0.066700,-0.951200, , , 
84.000000,6195.000000,38007516.000000, , , ,-0.650391,-0.325195,-15.609375
85.000000,6200.000000,38007516.000000,0.029000,-0.049300,-0.965700, , , 
86.000000,6296.000000,38007516.000000, , , ,-0.325195,-0.650391,-15.284179
87.000000,6299.000000,38007516.000000,0.029000,-0.055100,-0.951200, , , 
