System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_x,vtti.gyro_y,vtti.gyro_z
1.000000,1900.000000,3214755.000000,-0.162400,0.017400,-0.980200, , , 
2.000000,1996.000000,3214755.000000, , , ,1.625980,0.000000,0.000000
3.000000,1999.000000,3214755.000000,-0.162400,-0.046400,-0.983100, , , 
4.000000,2097.000000,3214755.000000, , , ,-0.325195,0.650391,0.000000
5.000000,2100.000000,3214755.000000,-0.171100,-0.063800,-0.986000, , , 
6.000000,2198.000000,3214755.000000, , , ,0.325195,0.975586,0.000000
7.000000,2199.000000,3214755.000000,-0.162400,-0.031900,-0.980200, , , 
8.000000,2299.000000,3214755.000000, , , ,-0.650391,0.975586,-0.325195
9.000000,2300.000000,3214755.000000,-0.150800,-0.034800,-0.983100, , , 
10.000000,2399.000000,3214755.000000,-0.162400,-0.014500,-0.986000, , , 
11.000000,2400.000000,3214755.000000, , , ,0.000000,0.000000,-0.325195
12.000000,2500.000000,3214755.000000,-0.179800,-0.026100,-0.997600, , , 
13.000000,2501.000000,3214755.000000, , , ,0.325195,0.325195,0.325195
14.000000,2592.000000,3214755.000000, , , ,-0.325195,0.650391,-0.325195
15.000000,2599.000000,3214755.000000,-0.171100,-0.043500,-0.974400, , , 
16.000000,2693.000000,3214755.000000, , , ,-0.325195,0.000000,-0.650391
17.000000,2700.000000,3214755.000000,-0.165300,-0.043500,-0.980200, , , 
18.000000,2793.000000,3214755.000000, , , ,-1.300780,0.000000,-0.325195
19.000000,2800.000000,3214755.000000,-0.176900,-0.046400,-1.003400, , , 
20.000000,2894.000000,3214755.000000, , , ,-0.975586,0.000000,-0.325195
21.000000,2899.000000,3214755.000000,-0.168200,-0.005800,-0.994700, , , 
22.000000,2995.000000,3214755.000000, , , ,0.325195,0.975586,-0.650391
23.000000,3000.000000,3214755.000000,-0.145000,-0.008700,-0.983100, , , 
24.000000,3096.000000,3214755.000000, , , ,-0.325195,0.325195,-0.650391
25.000000,3099.000000,3214755.000000,-0.133400,-0.029000,-0.991800, , , 
26.000000,3197.000000,3214755.000000, , , ,-0.325195,0.000000,-0.325195
27.000000,3200.000000,3214755.000000,-0.133400,-0.046400,-0.986000, , , 
28.000000,3298.000000,3214755.000000, , , ,-0.650391,0.325195,0.000000
29.000000,3299.000000,3214755.000000,-0.133400,-0.052200,-0.980200, , , 
30.000000,3399.000000,3214755.000000, , , ,-0.975586,0.000000,-0.650391
31.000000,3400.000000,3214755.000000,-0.118900,-0.008700,-0.983100, , , 
32.000000,3499.000000,3214755.000000,-0.107300,0.005800,-0.983100, , , 
33.000000,3500.000000,3214755.000000, , , ,-0.325195,0.325195,-0.650391
34.000000,3600.000000,3214755.000000,-0.098600,-0.008700,-0.988900, , , 
35.000000,3601.000000,3214755.000000, , , ,0.000000,0.000000,-0.325195
36.000000,3692.000000,3214755.000000, , , ,0.000000,0.000000,0.000000
37.000000,3699.000000,3214755.000000,-0.101500,-0.034800,-0.991800, , , 
38.000000,3793.000000,3214755.000000, , , ,0.000000,0.000000,-0.325195
39.000000,3800.000000,3214755.000000,-0.107300,-0.043500,-0.991800, , , 
40.000000,3894.000000,3214755.000000, , , ,-0.650391,0.325195,-0.650391
41.000000,3899.000000,3214755.000000,-0.092800,-0.029000,-0.988900, , , 
42.000000,3995.000000,3214755.000000, , , ,-0.650391,0.650391,-0.650391
43.000000,4000.000000,3214755.000000,-0.052200,-0.017400,-0.997600, , , 
44.000000,4096.000000,3214755.000000, , , ,-0.650391,0.650391,0.000000
45.000000,4099.000000,3214755.000000,0.008700,-0.031900,-1.003400, , , 
46.000000,4197.000000,3214755.000000, , , ,-0.325195,0.650391,-0.325195
47.000000,4200.000000,3214755.000000,0.034800,-0.034800,-0.988900, , , 
48.000000,4298.000000,3214755.000000, , , ,-0.325195,0.000000,-0.975586
49.000000,4299.000000,3214755.000000,0.031900,-0.029000,-0.977300, , , 
50.000000,4399.000000,3214755.000000, , , ,-0.325195,-0.325195,-0.325195
51.000000,4400.000000,3214755.000000,0.029000,-0.014500,-0.980200, , , 
52.000000,4499.000000,3214755.000000,0.029000,-0.020300,-0.991800, , , 
53.000000,4500.000000,3214755.000000, , , ,0.000000,0.000000,-0.325195
54.000000,4600.000000,3214755.000000,0.026100,-0.037700,-0.991800, , , 
55.000000,4601.000000,3214755.000000, , , ,0.000000,0.000000,-0.650391
56.000000,4692.000000,3214755.000000, , , ,0.000000,0.000000,-0.650391
57.000000,4699.000000,3214755.000000,0.026100,-0.049300,-0.988900, , , 
58.000000,4793.000000,3214755.000000, , , ,-0.325195,0.000000,-0.975586
59.000000,4800.000000,3214755.000000,0.029000,-0.055100,-0.991800, , , 
60.000000,4894.000000,3214755.000000, , , ,-0.325195,0.000000,-1.300780
61.000000,4899.000000,3214755.000000,0.026100,-0.043500,-0.997600, , , 
62.000000,4995.000000,3214755.000000, , , ,-0.325195,0.325195,-1.951170
63.000000,5000.000000,3214755.000000,0.020300,-0.046400,-0.997600, , , 
64.000000,5096.000000,3214755.000000, , , ,-0.650391,0.000000,-1.951170
65.000000,5099.000000,3214755.000000,0.020300,-0.043500,-0.991800, , , 
66.000000,5197.000000,3214755.000000, , , ,0.000000,0.000000,-2.601560
67.000000,5200.000000,3214755.000000,0.017400,-0.049300,-0.991800, , , 
68.000000,5298.000000,3214755.000000, , , ,-0.325195,0.000000,-2.601560
69.000000,5299.000000,3214755.000000,0.020300,-0.049300,-0.991800, , , 
70.000000,5399.000000,3214755.000000, , , ,0.000000,0.000000,-3.251950
71.000000,5400.000000,3214755.000000,0.029000,-0.049300,-0.994700, , , 
72.000000,5499.000000,3214755.000000,0.046400,-0.060900,-0.997600, , , 
73.000000,5500.000000,3214755.000000, , , ,-0.325195,0.325195,-3.577150
74.000000,5600.000000,3214755.000000,0.066700,-0.066700,-0.997600, , , 
75.000000,5601.000000,3214755.000000, , , ,-0.650391,0.000000,-2.601560
76.000000,5692.000000,3214755.000000, , , ,-0.650391,0.000000,-2.926760
77.000000,5699.000000,3214755.000000,0.081200,-0.075400,-0.991800, , , 
78.000000,5793.000000,3214755.000000, , , ,-1.300780,0.000000,-3.902340
79.000000,5800.000000,3214755.000000,0.101500,-0.066700,-0.991800, , , 
80.000000,5894.000000,3214755.000000, , , ,-0.975586,0.000000,-5.853520
81.000000,5899.000000,3214755.000000,0.116000,-0.058000,-0.991800, , , 
82.000000,5995.000000,3214755.000000, , , ,-0.650391,0.000000,-6.503910
83.000000,6000.000000,3214755.000000,0.133400,-0.066700,-0.988900, , , 
84.000000,6096.000000,3214755.000000, , , ,-0.975586,0.000000,-6.829100
85.000000,6099.000000,3214755.000000,0.147900,-0.084100,-0.986000, , , 
86.000000,6197.000000,3214755.000000, , , ,-1.951170,0.000000,-7.479490
87.000000,6200.000000,3214755.000000,0.159500,-0.092800,-0.988900, , , 
88.000000,6298.000000,3214755.000000, , , ,-1.625980,-0.650391,-7.804690
89.000000,6299.000000,3214755.000000,0.168200,-0.075400,-0.988900, , , 
90.000000,6399.000000,3214755.000000, , , ,-0.650391,-0.650391,-8.129880
91.000000,6400.000000,3214755.000000,0.168200,-0.058000,-1.000500, , , 
92.000000,6499.000000,3214755.000000,0.159500,-0.058000,-1.009200, , , 
93.000000,6500.000000,3214755.000000, , , ,0.325195,-0.325195,-9.430660
