System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_x,vtti.gyro_y,vtti.gyro_z
1.000000,2000.000000,16325794.000000,0.012300,-0.122500,-0.928000, , , 
2.000000,2098.000000,16325794.000000, , , ,833.800781,-348.609375,-4.877930
3.000000,2099.000000,16325794.000000,0.000700,-0.076100,-0.939600, , , 
4.000000,2199.000000,16325794.000000, , , ,833.475586,-348.284180,-5.853516
5.000000,2200.000000,16325794.000000,0.000700,-0.122500,-0.962800, , , 
6.000000,2299.000000,16325794.000000,-0.005100,-0.093500,-0.983100, , , 
7.000000,2300.000000,16325794.000000, , , ,834.776428,-348.284180,-7.154297
8.000000,2400.000000,16325794.000000,0.009400,-0.163100,-0.968600, , , 
9.000000,2401.000000,16325794.000000, , , ,834.451172,-347.958984,-7.804688
10.000000,2492.000000,16325794.000000, , , ,833.800781,-347.958984,-8.455078
11.000000,2499.000000,16325794.000000,-0.010900,-0.119600,-0.945400, , , 
12.000000,2593.000000,16325794.000000, , , ,836.402344,-347.633789,-9.105469
13.000000,2600.000000,16325794.000000,0.003600,-0.145700,-0.942500, , , 
14.000000,2694.000000,16325794.000000, , , ,834.451172,-347.958984,-9.755859
15.000000,2699.000000,16325794.000000,0.015200,-0.177600,-0.951200, , , 
16.000000,2795.000000,16325794.000000, , , ,834.776428,-348.284180,-10.081055
17.000000,2800.000000,16325794.000000,-0.002200,-0.197900,-0.988900, , , 
18.000000,2896.000000,16325794.000000, , , ,832.500000,-348.284180,-10.731445
19.000000,2899.000000,16325794.000000,0.003600,-0.197900,-0.954100, , , 
20.000000,2997.000000,16325794.000000, , , ,833.150391,-349.259766,-10.731445
21.000000,3000.000000,16325794.000000,0.009400,-0.163100,-0.933800, , , 
22.000000,3098.000000,16325794.000000, , , ,832.825195,-348.934570,-11.707031
23.000000,3099.000000,16325794.000000,-0.028300,-0.163100,-0.965700, , , 
24.000000,3199.000000,16325794.000000, , , ,831.849548,-347.308594,-11.381836
25.000000,3200.000000,16325794.000000,-0.039900,-0.168900,-1.015000, , , 
26.000000,3299.000000,16325794.000000,-0.037000,-0.171800,-1.041100, , , 
27.000000,3300.000000,16325794.000000, , , ,833.800781,-345.682617,-11.381836
28.000000,3400.000000,16325794.000000,0.015200,-0.218200,-0.951200, , , 
29.000000,3401.000000,16325794.000000, , , ,833.150391,-344.707031,-12.357422
30.000000,3492.000000,16325794.000000, , , ,832.825195,-345.357422,-12.682617
31.000000,3499.000000,16325794.000000,0.029700,-0.183400,-0.901900, , , 
32.000000,3593.000000,16325794.000000, , , ,834.125977,-347.308594,-12.682617
33.000000,3600.000000,16325794.000000,0.061600,-0.183400,-0.893200, , , 
34.000000,3694.000000,16325794.000000, , , ,833.800781,-348.934570,-11.056641
35.000000,3699.000000,16325794.000000,0.035500,-0.197900,-0.994700, , , 
36.000000,3795.000000,16325794.000000, , , ,831.849548,-351.210938,-12.682617
37.000000,3800.000000,16325794.000000,0.032600,-0.244300,-1.000500, , , 
38.000000,3896.000000,16325794.000000, , , ,828.272461,-350.885742,-12.682617
39.000000,3899.000000,16325794.000000,0.003600,-0.258800,-0.933800, , , 
40.000000,3997.000000,16325794.000000, , , ,831.199280,-349.910156,-13.333008
41.000000,4000.000000,16325794.000000,-0.008000,-0.119600,-0.907700, , , 
42.000000,4098.000000,16325794.000000, , , ,832.174805,-347.633789,-13.983398
43.000000,4099.000000,16325794.000000,-0.008000,-0.177600,-0.962800, , , 
44.000000,4199.000000,16325794.000000, , , ,832.174805,-347.633789,-13.658203
45.000000,4200.000000,16325794.000000,0.018100,-0.195000,-0.965700, , , 
46.000000,4299.000000,16325794.000000,0.009400,-0.232700,-0.971500, , , 
47.000000,4300.000000,16325794.000000, , , ,830.874084,-348.284180,-13.007813
48.000000,4400.000000,16325794.000000,-0.002200,-0.166000,-0.959900, , , 
49.000000,4401.000000,16325794.000000, , , ,830.548828,-346.983398,-13.333008
50.000000,4492.000000,16325794.000000, , , ,830.874084,-346.983398,-13.983398
51.000000,4499.000000,16325794.000000,0.021000,-0.186300,-0.962800, , , 
52.000000,4593.000000,16325794.000000, , , ,831.199280,-347.308594,-13.983398
53.000000,4600.000000,16325794.000000,0.009400,-0.177600,-0.980200, , , 
54.000000,4694.000000,16325794.000000, , , ,831.524353,-346.658203,-14.308594
55.000000,4699.000000,16325794.000000,0.023900,-0.177600,-0.977300, , , 
56.000000,4795.000000,16325794.000000, , , ,831.199280,-347.308594,-14.308594
57.000000,4800.000000,16325794.000000,0.026800,-0.183400,-0.959900, , , 
58.000000,4896.000000,16325794.000000, , , ,832.174805,-347.308594,-14.308594
59.000000,4899.000000,16325794.000000,0.003600,-0.142800,-0.974400, , , 
60.000000,4997.000000,16325794.000000, , , ,832.825195,-346.658203,-14.308594
61.000000,5000.000000,16325794.000000,0.009400,-0.168900,-0.991800, , , 
62.000000,5098.000000,16325794.000000, , , ,833.150391,-346.658203,-13.983398
63.000000,5099.000000,16325794.000000,0.023900,-0.183400,-0.959900, , , 
64.000000,5199.000000,16325794.000000, , , ,832.500000,-347.308594,-13.983398
65.000000,5200.000000,16325794.000000,0.029700,-0.177600,-0.945400, , , 
66.000000,5299.000000,16325794.000000,0.015200,-0.160200,-0.936700, , , 
67.000000,5300.000000,16325794.000000, , , ,831.849548,-347.633789,-13.983398
68.000000,5400.000000,16325794.000000,-0.010900,-0.171800,-1.000500, , , 
69.000000,5401.000000,16325794.000000, , , ,832.174805,-347.958984,-13.658203
70.000000,5492.000000,16325794.000000, , , ,832.174805,-347.958984,-13.333008
71.000000,5499.000000,16325794.000000,-0.005100,-0.110900,-0.977300, , , 
72.000000,5593.000000,16325794.000000, , , ,832.500000,-347.633789,-12.357422
73.000000,5600.000000,16325794.000000,-0.005100,-0.131200,-0.954100, , , 
74.000000,5694.000000,16325794.000000, , , ,832.500000,-346.983398,-11.707031
75.000000,5699.000000,16325794.000000,-0.005100,-0.113800,-0.965700, , , 
76.000000,5795.000000,16325794.000000, , , ,832.500000,-346.983398,-11.381836
77.000000,5800.000000,16325794.000000,0.032600,-0.113800,-0.942500, , , 
78.000000,5896.000000,16325794.000000, , , ,832.825195,-347.633789,-10.406250
79.000000,5899.000000,16325794.000000,0.050000,-0.090600,-0.974400, , , 
80.000000,5997.000000,16325794.000000, , , ,831.524353,-347.633789,-9.430664
81.000000,6000.000000,16325794.000000,0.032600,-0.087700,-0.951200, , , 
82.000000,6098.000000,16325794.000000, , , ,831.849548,-348.609375,-8.780273
83.000000,6099.000000,16325794.000000,0.050000,-0.067400,-0.928000, , , 
84.000000,6199.000000,16325794.000000, , , ,833.150391,-349.259766,-7.804688
85.000000,6200.000000,16325794.000000,0.026800,-0.047100,-0.957000, , , 
86.000000,6299.000000,16325794.000000,0.023900,-0.052900,-0.977300, , , 
87.000000,6300.000000,16325794.000000, , , ,833.150391,-348.609375,-6.178711
88.000000,6400.000000,16325794.000000,0.023900,-0.044200,-0.968600, , , 
89.000000,6401.000000,16325794.000000, , , ,833.800781,-348.284180,-6.829102
90.000000,6492.000000,16325794.000000, , , ,833.475586,-347.633789,-5.528320
91.000000,6499.000000,16325794.000000,0.006500,-0.052900,-0.957000, , , 
92.000000,6593.000000,16325794.000000, , , ,833.800781,-346.983398,-5.203125
93.000000,6600.000000,16325794.000000,0.006500,-0.009400,-0.959900, , , 
94.000000,6694.000000,16325794.000000, , , ,834.125977,-347.308594,-4.552734
95.000000,6699.000000,16325794.000000,0.018100,-0.023900,-0.954100, , , 
96.000000,6795.000000,16325794.000000, , , ,834.776428,-347.958984,-4.552734
97.000000,6800.000000,16325794.000000,0.026800,-0.044200,-0.951200, , , 
98.000000,6896.000000,16325794.000000, , , ,833.800781,-348.284180,-4.552734
99.000000,6899.000000,16325794.000000,0.012300,-0.081900,-0.968600, , , 
100.000000,6997.000000,16325794.000000, , , ,833.475586,-348.609375,-4.552734
101.000000,7000.000000,16325794.000000,0.000700,-0.052900,-0.980200, , , 
102.000000,7098.000000,16325794.000000, , , ,832.174805,-348.284180,-3.902344
103.000000,7099.000000,16325794.000000,-0.025400,-0.050000,-0.968600, , , 
104.000000,7199.000000,16325794.000000, , , ,832.174805,-347.958984,-1.951172
105.000000,7200.000000,16325794.000000,-0.016700,-0.006500,-0.942500, , , 
106.000000,7299.000000,16325794.000000,-0.002200,0.013800,-0.945400, , , 
107.000000,7300.000000,16325794.000000, , , ,831.524353,-347.633789,-1.625977
108.000000,7400.000000,16325794.000000,-0.016700,0.039900,-0.962800, , , 
109.000000,7401.000000,16325794.000000, , , ,832.825195,-347.958984,-1.625977
110.000000,7500.000000,16325794.000000,-0.008000,0.019600,-0.991800, , , 
111.000000,7501.000000,16325794.000000, , , ,832.174805,-346.983398,-0.325195
112.000000,7592.000000,16325794.000000, , , ,832.500000,-347.633789,-0.325195
113.000000,7599.000000,16325794.000000,-0.005100,0.005100,-0.957000, , , 
114.000000,7693.000000,16325794.000000, , , ,832.174805,-347.633789,-0.325195
115.000000,7700.000000,16325794.000000,-0.019600,0.013800,-0.959900, , , 
116.000000,7794.000000,16325794.000000, , , ,832.825195,-347.308594,-0.650391
117.000000,7799.000000,16325794.000000,0.000700,-0.003600,-0.936700, , , 
118.000000,7895.000000,16325794.000000, , , ,832.174805,-347.633789,-0.650391
119.000000,7900.000000,16325794.000000,0.003600,-0.015200,-0.983100, , , 
120.000000,7996.000000,16325794.000000, , , ,832.174805,-347.958984,-0.975586
121.000000,7999.000000,16325794.000000,0.015200,-0.003600,-0.959900, , , 
122.000000,8097.000000,16325794.000000, , , ,832.174805,-348.284180,-0.650391
123.000000,8100.000000,16325794.000000,0.009400,-0.000700,-0.957000, , , 
124.000000,8198.000000,16325794.000000, , , ,832.174805,-346.983398,-0.325195
125.000000,8199.000000,16325794.000000,0.000700,-0.003600,-0.971500, , , 
126.000000,8299.000000,16325794.000000, , , ,832.174805,-347.633789,-0.650391
127.000000,8300.000000,16325794.000000,0.009400,0.008000,-0.951200, , , 
128.000000,8399.000000,16325794.000000,-0.002200,0.010900,-0.968600, , , 
129.000000,8400.000000,16325794.000000, , , ,832.500000,-347.633789,-0.650391
130.000000,8500.000000,16325794.000000,0.015200,-0.003600,-0.962800, , , 
131.000000,8501.000000,16325794.000000, , , ,832.825195,-347.633789,-0.975586
132.000000,8592.000000,16325794.000000, , , ,831.524353,-347.633789,-0.650391
133.000000,8599.000000,16325794.000000,0.000700,-0.018100,-0.962800, , , 
134.000000,8693.000000,16325794.000000, , , ,831.524353,-346.983398,-0.325195
